A_team,B_team,A_score,B_score,A_xg,B_xg,A_standings,B_standings,season,target
Benevento,Juventus,1,2,0.11,3.09,20,3,2017/2018,0
Genoa,Cesena,3,0,2.71,1.06,7,19,2014/2015,0
Sampdoria,Roma,2,0,1.37,1.64,9,7,2020/2021,1
Benevento,Inter,0,4,0.0,1.66,12,2,2020/2021,0
Napoli,Fiorentina,4,1,4.34,0.64,3,7,2016/2017,1
Bologna,Lazio,0,2,0.37,2.02,15,5,2016/2017,1
Cagliari,Lazio,0,2,0.92,1.99,6,13,2020/2021,1
Pescara,Crotone,1,2,1.03,1.27,20,18,2016/2017,0
Pescara,Fiorentina,2,2,1.61,2.35,20,8,2016/2017,0
Genoa,Juventus,0,2,0.38,2.18,13,18,2015/2016,1
Carpi,Empoli,0,3,1.4,1.76,19,11,2015/2016,0
Atalanta,Torino,1,2,0.99,0.87,14,13,2015/2016,0
Frosinone,Napoli,1,5,0.32,2.93,18,2,2015/2016,1
Verona,Fiorentina,0,2,0.08,1.97,19,4,2015/2016,1
Fiorentina,Inter,1,2,1.79,1.86,3,9,2018/2019,0
Benevento,Inter,1,2,1.29,1.96,20,3,2017/2018,1
Chievo,Verona,3,2,2.9,1.33,12,16,2017/2018,1
AC Milan,Napoli,2,0,1.45,1.11,7,6,2014/2015,1
Genoa,Roma,1,2,0.81,1.82,12,5,2017/2018,0
Fiorentina,Cesena,4,1,2.03,0.15,10,19,2014/2015,0
Genoa,Lazio,2,1,0.83,0.94,16,3,2017/2018,0
Udinese,Crotone,0,0,1.1,0.12,10,20,2020/2021,1
Udinese,Genoa,1,2,1.74,3.02,14,16,2015/2016,0
Juventus,Genoa,1,0,0.72,0.18,2,16,2015/2016,1
Fiorentina,Atalanta,1,1,0.35,2.53,11,10,2017/2018,1
Sassuolo,Lazio,1,2,0.66,2.01,8,7,2020/2021,0
Verona,Napoli,0,2,1.45,1.75,9,6,2019/2020,1
Napoli,Torino,0,0,2.6,0.37,2,8,2018/2019,1
Sampdoria,Fiorentina,0,2,0.33,2.71,10,3,2015/2016,1
Palermo,Genoa,0,4,0.41,2.94,16,17,2015/2016,0
Atalanta,SPAL 2013,1,2,2.45,1.21,5,20,2019/2020,1
Atalanta,Chievo,1,0,0.94,0.35,13,8,2015/2016,1
Cagliari,Sampdoria,1,1,0.85,1.14,15,10,2016/2017,0
Cagliari,Inter,1,5,0.95,2.29,13,7,2016/2017,1
Udinese,Benevento,2,0,0.46,1.52,14,20,2017/2018,1
Lazio,Fiorentina,0,2,0.98,1.43,6,14,2020/2021,0
Napoli,Torino,2,2,1.89,0.31,2,10,2017/2018,1
Chievo,Juventus,2,3,1.05,2.26,5,11,2018/2019,1
Napoli,Verona,2,0,2.28,1.74,4,10,2019/2020,1
Sassuolo,Cagliari,3,4,1.43,2.18,14,16,2016/2017,0
Atalanta,Napoli,4,2,2.68,0.62,7,6,2020/2021,1
Spezia,Verona,1,1,1.18,2.04,15,10,2020/2021,0
Fiorentina,Napoli,2,0,0.79,0.58,14,11,2019/2020,0
Benevento,SPAL 2013,1,2,1.08,2.33,20,18,2017/2018,1
Palermo,Udinese,1,1,2.91,1.39,14,9,2014/2015,1
Spezia,Bologna,1,4,0.53,3.13,14,12,2020/2021,0
Chievo,Juventus,0,2,0.05,1.15,13,2,2017/2018,1
Inter,Fiorentina,0,3,0.62,2.12,7,11,2014/2015,0
Cagliari,Atalanta,1,0,0.25,0.32,14,4,2018/2019,0
Inter,Lazio,3,0,1.03,0.56,7,4,2016/2017,1
Roma,Genoa,2,0,0.87,0.44,3,7,2014/2015,1
Atalanta,Fiorentina,3,2,3.08,1.29,4,15,2020/2021,0
Spezia,Torino,4,1,2.73,0.94,17,16,2020/2021,1
Inter,Genoa,0,2,0.89,1.05,3,12,2017/2018,0
Cagliari,Crotone,1,1,0.25,1.44,16,17,2017/2018,0
Torino,Genoa,1,0,1.4,0.81,9,12,2016/2017,1
Atalanta,AC Milan,3,0,2.4,1.74,5,1,2020/2021,0
Juventus,Napoli,3,1,3.05,1.42,1,2,2018/2019,1
Palermo,Genoa,1,0,1.64,0.78,12,10,2015/2016,1
Inter,Sassuolo,3,3,3.29,2.01,3,12,2019/2020,1
Frosinone,Palermo,0,2,1.37,0.84,18,19,2015/2016,1
Chievo,Inter,2,0,0.78,1.02,7,10,2016/2017,1
Sassuolo,Chievo,1,0,1.47,0.64,15,14,2014/2015,1
Empoli,Parma Calcio 1913,0,1,1.45,0.65,18,13,2018/2019,0
Fiorentina,Inter,2,4,0.82,3.58,8,12,2016/2017,0
Roma,Atalanta,1,1,1.57,0.92,3,17,2014/2015,1
Napoli,Torino,5,0,2.33,0.38,3,9,2016/2017,0
Juventus,Torino,1,1,1.32,0.65,1,6,2018/2019,1
Bologna,Lazio,1,2,0.38,1.54,3,12,2015/2016,0
Udinese,Juventus,0,2,0.2,2.09,11,2,2017/2018,0
Atalanta,SPAL 2013,3,2,1.7,1.48,7,12,2019/2020,0
Juventus,Lazio,1,0,0.61,0.17,6,7,2016/2017,0
Sassuolo,Sampdoria,3,5,1.81,2.5,12,9,2018/2019,1
Lecce,Udinese,0,1,0.75,0.8,17,15,2019/2020,1
AC Milan,Juventus,0,2,0.82,1.53,4,1,2018/2019,1
Roma,Sampdoria,0,2,1.64,1.37,7,9,2020/2021,0
Chievo,Fiorentina,1,2,1.53,1.95,17,6,2014/2015,1
Roma,Bologna,0,2,3.2,0.89,13,19,2018/2019,0
Parma Calcio 1913,Sassuolo,1,3,0.76,1.64,20,19,2014/2015,1
Udinese,Cagliari,1,2,1.2,1.09,13,16,2017/2018,0
Chievo,Frosinone,5,1,2.31,0.27,9,18,2015/2016,1
Carpi,Napoli,0,0,0.36,1.17,19,11,2015/2016,1
AC Milan,Chievo,3,1,4.57,1.55,7,11,2016/2017,1
Genoa,SPAL 2013,2,0,2.81,0.04,18,20,2019/2020,1
Genoa,Bologna,2,0,1.05,1.04,19,12,2020/2021,1
Parma Calcio 1913,Napoli,0,2,0.1,2.61,20,7,2014/2015,0
Sassuolo,Verona,1,0,0.52,0.48,7,20,2015/2016,1
Cagliari,Juventus,1,1,1.82,0.41,18,1,2014/2015,0
Benevento,Sassuolo,1,2,1.11,2.7,20,17,2017/2018,1
Genoa,SPAL 2013,1,1,0.99,2.65,15,16,2018/2019,1
Fiorentina,Napoli,1,2,0.68,2.26,1,7,2015/2016,0
Udinese,Benevento,4,2,1.35,2.52,12,17,2020/2021,0
Inter,Roma,1,2,1.18,2.4,8,9,2016/2017,0
Sampdoria,Parma Calcio 1913,2,0,2.19,1.05,10,19,2020/2021,0
Cesena,Sampdoria,0,0,0.17,1.2,18,6,2014/2015,0
Inter,AC Milan,1,1,0.76,0.83,9,7,2014/2015,0
Juventus,Parma Calcio 1913,1,0,1.89,0.26,9,12,2019/2020,0
Roma,Napoli,0,1,0.33,1.49,5,1,2017/2018,1
Inter,Napoli,1,0,1.07,0.76,3,2,2018/2019,1
Roma,Cagliari,4,3,2.61,1.1,5,11,2019/2020,0
Empoli,Sassuolo,1,3,2.32,1.9,17,13,2016/2017,1
Roma,Bologna,2,1,1.46,1.35,10,3,2019/2020,0
Frosinone,Fiorentina,1,1,0.69,2.17,19,8,2018/2019,1
Verona,Chievo,1,1,1.12,1.67,19,6,2015/2016,0
Sassuolo,Roma,0,0,1.12,2.77,10,5,2018/2019,1
Verona,Parma Calcio 1913,1,0,0.37,1.17,15,8,2019/2020,0
Verona,Crotone,0,0,0.23,0.75,17,18,2017/2018,0
AC Milan,Sampdoria,3,2,2.18,0.55,13,6,2018/2019,1
Bologna,Napoli,1,7,1.87,2.24,14,3,2016/2017,1
Napoli,Sassuolo,1,1,2.11,1.84,2,16,2017/2018,0
Bologna,AC Milan,1,5,0.53,3.14,10,7,2019/2020,0
Bologna,Torino,1,1,2.18,1.11,14,19,2020/2021,0
Bologna,Parma Calcio 1913,2,2,0.7,1.3,15,8,2019/2020,1
Udinese,Sassuolo,0,0,1.35,0.25,16,6,2015/2016,1
Juventus,Sampdoria,3,0,2.14,0.61,11,15,2020/2021,1
Bologna,Atalanta,0,5,0.9,4.46,11,4,2020/2021,0
Empoli,Fiorentina,2,3,1.16,1.13,13,5,2014/2015,1
Bologna,Juventus,0,2,0.43,3.52,13,6,2020/2021,0
Sassuolo,Cagliari,2,2,1.79,1.52,7,18,2018/2019,0
Napoli,Verona,0,2,0.6,1.73,4,16,2014/2015,0
Brescia,Atalanta,0,3,1.21,2.67,20,6,2019/2020,1
Atalanta,Udinese,1,3,2.66,1.04,6,15,2016/2017,1
Torino,Inter,2,2,1.12,1.75,10,5,2016/2017,1
Torino,Fiorentina,1,1,1.04,1.37,14,9,2014/2015,1
AC Milan,Bologna,2,1,3.33,1.35,1,13,2020/2021,0
Udinese,Parma Calcio 1913,2,2,1.35,2.72,15,19,2020/2021,0
AC Milan,Lazio,2,1,1.23,0.52,7,3,2017/2018,1
Empoli,Sassuolo,1,0,0.84,0.3,19,6,2015/2016,1
Lazio,Sassuolo,1,2,0.72,1.79,5,9,2015/2016,0
Empoli,Pescara,1,1,0.96,1.93,17,20,2016/2017,1
Cagliari,Udinese,2,1,1.09,1.2,16,13,2017/2018,1
Parma Calcio 1913,Sampdoria,3,3,2.48,2.78,15,9,2018/2019,1
Lazio,Frosinone,2,0,3.63,0.74,7,18,2015/2016,1
Parma Calcio 1913,Inter,0,1,0.47,1.9,12,3,2018/2019,1
Chievo,AC Milan,0,1,0.18,1.5,11,10,2015/2016,0
Genoa,SPAL 2013,0,1,1.33,0.33,17,19,2017/2018,0
Genoa,Lazio,2,1,1.59,0.6,13,7,2018/2019,1
Parma Calcio 1913,Napoli,0,2,0.16,1.54,14,13,2020/2021,1
Napoli,Juventus,1,1,1.36,0.47,3,1,2016/2017,1
Udinese,Pescara,3,1,2.33,0.69,16,19,2016/2017,1
Frosinone,Chievo,0,1,0.63,1.03,19,20,2018/2019,0
Sassuolo,Empoli,3,1,1.9,2.32,13,17,2016/2017,0
Parma Calcio 1913,Torino,1,1,0.22,2.89,9,15,2019/2020,0
Sassuolo,Crotone,2,1,2.25,0.71,18,16,2017/2018,1
AC Milan,Napoli,0,1,1.48,1.35,2,6,2020/2021,1
AC Milan,Empoli,2,2,0.58,2.03,4,19,2014/2015,0
Chievo,Juventus,0,2,0.63,2.34,18,1,2014/2015,0
AC Milan,Roma,1,2,0.55,1.67,12,8,2019/2020,0
Udinese,Napoli,2,4,2.29,1.44,13,2,2017/2018,0
Torino,Napoli,0,0,0.37,2.6,8,2,2018/2019,0
Bologna,Pescara,3,1,1.62,0.96,15,20,2016/2017,1
Sampdoria,Empoli,4,2,1.9,1.25,10,14,2018/2019,0
Sampdoria,AC Milan,0,1,0.59,0.78,5,15,2016/2017,1
Sampdoria,Atalanta,2,1,0.93,0.31,7,16,2016/2017,1
Cesena,Torino,2,3,2.68,1.54,20,16,2014/2015,1
Sassuolo,Benevento,2,1,2.7,1.11,17,20,2017/2018,0
Genoa,AC Milan,0,0,0.41,0.72,17,10,2017/2018,0
Atalanta,Roma,2,1,0.81,1.19,10,4,2017/2018,0
Chievo,Benevento,1,0,0.74,0.66,16,20,2017/2018,1
Spezia,Parma Calcio 1913,2,2,1.5,1.22,16,19,2020/2021,1
Juventus,Carpi,2,0,0.98,0.51,1,17,2015/2016,1
Sassuolo,Sampdoria,0,0,0.34,1.34,15,16,2019/2020,0
Verona,Fiorentina,0,5,0.95,2.89,15,20,2017/2018,1
AC Milan,Juventus,1,3,0.32,2.0,8,1,2014/2015,0
Inter,Juventus,1,1,1.36,0.58,3,1,2018/2019,1
Atalanta,Lecce,3,1,4.39,1.0,3,17,2019/2020,1
Atalanta,Napoli,1,2,0.17,2.53,13,3,2015/2016,0
Napoli,Sassuolo,2,2,2.69,1.0,3,12,2016/2017,0
Bologna,Udinese,1,2,1.74,1.75,18,16,2018/2019,0
Napoli,Roma,0,1,0.98,1.23,6,3,2014/2015,0
Genoa,Napoli,0,0,0.48,1.28,14,4,2015/2016,1
SPAL 2013,Juventus,0,2,0.33,1.82,15,1,2018/2019,0
Roma,Sampdoria,1,0,1.66,1.32,8,9,2018/2019,0
Empoli,AC Milan,2,2,2.03,0.58,19,4,2014/2015,1
Inter,Chievo,2,0,2.01,0.13,4,20,2018/2019,1
Torino,Lazio,1,2,0.92,0.9,14,2,2019/2020,1
Cagliari,Torino,1,2,0.69,2.65,14,12,2017/2018,0
Roma,Palermo,5,0,2.44,0.21,5,16,2015/2016,1
SPAL 2013,Roma,1,6,0.51,1.79,20,6,2019/2020,1
Chievo,Torino,1,3,0.97,1.23,13,9,2016/2017,1
AC Milan,Pescara,1,0,1.74,0.74,4,19,2016/2017,1
Lazio,Roma,0,2,0.58,1.0,4,3,2016/2017,1
Fiorentina,Genoa,1,1,0.77,2.29,6,7,2014/2015,0
Roma,Torino,3,0,0.87,0.5,2,13,2014/2015,1
Chievo,Inter,0,1,0.38,2.4,13,5,2015/2016,0
Empoli,Parma Calcio 1913,2,0,0.85,0.81,16,20,2014/2015,0
Benevento,Lazio,1,1,1.43,0.42,15,9,2020/2021,1
Napoli,Benevento,2,1,2.27,0.65,4,9,2020/2021,0
Pescara,Lazio,0,3,1.21,3.05,17,11,2016/2017,0
Lazio,Udinese,1,0,1.95,0.67,7,13,2014/2015,0
SPAL 2013,Juventus,2,1,0.98,0.53,16,1,2018/2019,1
Cagliari,Torino,0,1,0.8,1.16,18,17,2020/2021,1
AC Milan,Udinese,0,1,0.96,0.51,11,12,2016/2017,1
Verona,Torino,1,1,1.76,0.86,10,16,2020/2021,1
Lazio,Sassuolo,2,2,3.36,1.21,8,12,2018/2019,1
Crotone,AC Milan,1,1,0.52,2.17,18,6,2016/2017,1
Roma,Torino,3,2,2.42,0.97,5,16,2019/2020,0
Bologna,Juventus,0,2,0.33,0.85,18,1,2018/2019,0
AC Milan,Genoa,0,1,1.75,0.9,6,4,2014/2015,0
Udinese,Inter,1,3,1.07,2.91,14,4,2015/2016,0
Crotone,Roma,1,3,0.5,1.9,20,3,2020/2021,1
Udinese,Inter,0,2,0.73,2.67,15,3,2019/2020,1
Chievo,Lazio,1,1,1.1,1.03,20,5,2018/2019,1
Lazio,Torino,2,1,0.9,0.92,2,14,2019/2020,0
Cagliari,Lazio,1,2,0.77,1.47,13,4,2019/2020,0
Sassuolo,Juventus,3,3,1.9,2.43,8,1,2019/2020,1
Palermo,Sampdoria,1,1,0.99,1.16,10,5,2014/2015,0
Torino,Fiorentina,2,2,2.09,2.02,9,8,2016/2017,0
Crotone,Sassuolo,1,2,0.63,2.05,20,9,2016/2017,0
Sassuolo,Torino,3,3,1.69,2.09,2,20,2020/2021,1
Chievo,Fiorentina,2,1,1.14,1.45,11,12,2017/2018,1
Cesena,Udinese,1,1,2.09,0.84,14,4,2014/2015,0
SPAL 2013,Genoa,1,1,2.65,0.99,16,15,2018/2019,0
Cagliari,Roma,0,3,0.5,2.9,11,6,2018/2019,0
Fiorentina,Roma,0,4,0.63,3.58,7,3,2016/2017,0
AC Milan,Sassuolo,1,0,1.32,0.83,4,11,2018/2019,1
Juventus,Udinese,2,1,2.47,0.26,1,16,2016/2017,1
Palermo,Torino,1,3,0.99,3.01,15,12,2015/2016,1
Udinese,Napoli,0,1,0.3,1.2,16,4,2015/2016,0
Lazio,Fiorentina,3,1,1.84,1.56,5,7,2016/2017,1
Lazio,Empoli,4,0,1.65,0.9,3,15,2014/2015,1
Chievo,Crotone,1,2,1.02,0.82,11,19,2016/2017,1
Lazio,Verona,0,0,1.08,0.56,3,10,2019/2020,1
Lazio,Crotone,1,0,2.09,0.48,6,19,2016/2017,1
SPAL 2013,Udinese,0,0,1.96,1.6,20,14,2019/2020,0
Inter,Genoa,3,0,2.09,0.4,3,17,2019/2020,0
Cagliari,Atalanta,1,2,3.01,0.62,8,7,2014/2015,1
Roma,Juventus,3,1,1.67,1.13,2,1,2016/2017,1
Empoli,Sassuolo,1,3,1.04,2.1,16,6,2018/2019,0
Lazio,Udinese,2,1,1.19,0.78,5,13,2017/2018,0
Verona,Cagliari,1,2,0.77,2.38,19,16,2017/2018,0
Atalanta,Cagliari,1,2,2.0,0.89,7,16,2017/2018,1
Palermo,Udinese,3,1,1.86,0.45,11,14,2014/2015,0
Parma Calcio 1913,Sassuolo,1,3,1.0,2.49,20,8,2020/2021,1
Atalanta,Juventus,0,2,0.66,1.17,14,2,2015/2016,1
Atalanta,Lazio,1,1,2.96,1.53,7,4,2017/2018,0
Bologna,Roma,1,1,0.69,1.21,14,3,2015/2016,0
Lazio,Fiorentina,3,1,1.61,0.73,10,2,2015/2016,0
Parma Calcio 1913,Sampdoria,0,2,0.71,1.72,11,12,2018/2019,0
Inter,Sampdoria,1,0,0.8,0.4,15,6,2018/2019,0
AC Milan,Fiorentina,1,1,0.94,1.92,11,9,2017/2018,0
Napoli,Sassuolo,3,1,1.85,1.04,1,6,2015/2016,1
Udinese,Lazio,1,2,0.78,1.19,13,5,2017/2018,1
Roma,AC Milan,4,1,3.28,0.95,3,6,2016/2017,0
Atalanta,SPAL 2013,2,1,2.07,1.02,7,14,2018/2019,1
Verona,Cesena,3,3,1.42,1.06,16,19,2014/2015,1
Cagliari,Atalanta,0,1,1.0,0.83,15,7,2018/2019,1
Crotone,Fiorentina,1,1,0.73,1.41,20,13,2016/2017,0
Empoli,Palermo,1,0,0.85,1.12,15,16,2015/2016,0
Roma,Fiorentina,1,1,1.25,1.12,2,6,2014/2015,0
Verona,Parma Calcio 1913,2,2,1.42,1.1,12,20,2014/2015,0
Juventus,Roma,1,0,2.28,0.25,1,9,2018/2019,1
Genoa,Empoli,2,0,0.62,0.4,16,17,2016/2017,0
Atalanta,Napoli,0,1,0.44,1.11,7,1,2017/2018,1
Lecce,Sassuolo,2,4,2.05,1.82,18,12,2019/2020,0
Sassuolo,Napoli,2,0,1.52,2.14,4,2,2020/2021,0
Parma Calcio 1913,Juventus,0,7,0.14,2.12,20,1,2014/2015,0
Napoli,Juventus,1,3,1.97,1.7,4,1,2014/2015,0
Udinese,Roma,1,3,1.29,2.99,16,7,2017/2018,0
Torino,Genoa,2,1,1.25,1.1,10,12,2017/2018,0
Bologna,Roma,2,0,0.89,3.2,19,13,2018/2019,1
Cagliari,Chievo,3,0,1.06,0.86,14,20,2018/2019,0
Bologna,Lazio,1,2,0.89,2.74,9,4,2017/2018,1
Cagliari,Torino,1,5,0.47,2.84,10,7,2016/2017,0
Napoli,AC Milan,2,1,1.55,0.31,1,7,2017/2018,1
Sampdoria,Inter,1,3,1.31,2.17,20,2,2019/2020,1
Cesena,Sampdoria,1,1,1.01,1.41,19,4,2014/2015,1
Fiorentina,Atalanta,0,3,0.46,2.8,17,9,2020/2021,0
Atalanta,Fiorentina,0,2,0.68,1.02,15,7,2018/2019,0
Lazio,Palermo,1,1,1.52,0.65,10,15,2015/2016,1
AC Milan,Juventus,3,0,1.23,1.1,5,4,2020/2021,0
Sassuolo,Juventus,2,2,0.7,4.35,15,2,2019/2020,0
Juventus,Napoli,1,1,0.47,1.36,1,3,2016/2017,0
Cagliari,SPAL 2013,1,0,1.54,1.1,11,19,2019/2020,0
Benevento,Udinese,0,2,1.52,0.46,20,14,2017/2018,0
Inter,Juventus,1,2,1.95,1.82,8,1,2014/2015,1
Fiorentina,Juventus,1,3,0.89,1.68,2,5,2015/2016,0
Fiorentina,Cagliari,4,0,2.81,2.27,11,16,2014/2015,0
Crotone,Udinese,1,0,0.91,1.31,18,11,2016/2017,1
Napoli,Cagliari,5,0,3.09,0.31,1,14,2017/2018,0
Udinese,Palermo,1,3,0.45,1.86,14,11,2014/2015,1
Lazio,Palermo,1,0,1.52,0.7,6,19,2016/2017,0
Brescia,Verona,1,2,0.98,1.14,18,12,2019/2020,0
Empoli,Inter,3,4,2.04,3.07,15,8,2014/2015,0
Fiorentina,Cagliari,1,2,0.71,2.2,10,14,2018/2019,0
AC Milan,Lecce,4,1,2.54,1.26,9,18,2019/2020,0
Juventus,Spezia,4,1,2.88,0.55,11,15,2020/2021,0
Udinese,Lazio,0,1,0.67,1.95,13,7,2014/2015,1
Palermo,Napoli,3,3,1.11,1.53,18,15,2014/2015,0
Napoli,Parma Calcio 1913,2,0,1.54,0.16,13,14,2020/2021,0
Cagliari,Torino,1,1,0.87,1.18,12,7,2018/2019,0
Inter,Cagliari,1,1,1.7,0.83,2,7,2019/2020,1
AC Milan,Genoa,2,1,1.2,1.66,16,18,2019/2020,0
Cagliari,Juventus,0,3,1.4,1.27,5,11,2017/2018,0
Genoa,Udinese,2,2,1.77,0.63,12,16,2018/2019,1
Palermo,AC Milan,0,2,0.7,2.34,15,6,2015/2016,1
Napoli,Carpi,0,0,1.17,0.36,11,19,2015/2016,0
Cagliari,Pescara,1,0,1.39,1.12,15,20,2016/2017,1
Inter,Udinese,2,0,2.67,0.73,3,15,2019/2020,0
Atalanta,Cagliari,2,1,1.86,1.84,16,17,2014/2015,1
Verona,Bologna,1,1,2.38,1.24,10,14,2019/2020,0
Sassuolo,Crotone,2,1,2.05,0.63,9,20,2016/2017,1
Bologna,Genoa,0,0,1.59,0.21,7,15,2019/2020,0
Atalanta,Verona,3,0,2.21,1.41,12,18,2017/2018,1
Napoli,Parma Calcio 1913,4,0,1.41,0.44,2,12,2018/2019,0
Atalanta,Parma Calcio 1913,3,0,2.98,1.38,15,10,2018/2019,1
Cagliari,Udinese,1,0,1.38,0.76,18,12,2020/2021,0
Udinese,Chievo,0,0,0.82,0.21,11,12,2016/2017,0
Bologna,Napoli,0,1,0.73,1.41,14,4,2020/2021,1
Chievo,Atalanta,1,1,0.76,1.5,20,6,2018/2019,0
Udinese,Roma,0,1,1.67,0.76,18,15,2020/2021,1
Udinese,Inter,0,0,0.21,0.73,15,2,2020/2021,1
Inter,Palermo,3,1,1.02,0.77,5,17,2015/2016,1
Lazio,Pescara,3,0,3.05,1.21,11,17,2016/2017,1
Carpi,AC Milan,0,0,0.26,1.03,17,6,2015/2016,0
Torino,Benevento,3,0,2.3,0.24,10,20,2017/2018,1
Parma Calcio 1913,Genoa,3,1,1.16,1.53,12,10,2018/2019,0
Lazio,Juventus,2,1,1.68,2.33,4,2,2017/2018,0
Inter,Carpi,2,1,3.03,0.87,6,18,2015/2016,0
Cagliari,Spezia,1,2,2.95,1.04,18,15,2020/2021,0
SPAL 2013,Benevento,2,1,2.33,1.08,18,20,2017/2018,0
AC Milan,Benevento,2,0,1.54,2.35,1,10,2020/2021,0
Chievo,AC Milan,1,2,0.26,1.71,20,3,2018/2019,1
Genoa,Fiorentina,0,0,0.23,0.99,18,10,2017/2018,0
Empoli,Inter,0,2,0.44,1.89,17,9,2016/2017,1
Sassuolo,Roma,1,3,1.01,2.22,6,3,2016/2017,1
Chievo,Napoli,1,3,0.28,3.33,10,2,2015/2016,0
Parma Calcio 1913,Chievo,0,1,0.74,1.72,20,18,2014/2015,1
Cagliari,Sampdoria,2,2,1.25,1.65,13,6,2017/2018,1
Fiorentina,Torino,2,0,0.83,1.19,4,11,2015/2016,1
Chievo,Empoli,1,1,0.84,1.67,16,19,2014/2015,1
Fiorentina,Torino,3,0,1.34,0.88,11,12,2017/2018,1
Verona,Juventus,0,3,0.27,1.47,20,4,2015/2016,0
Atalanta,Sassuolo,3,1,2.16,0.56,3,11,2018/2019,1
Spezia,Lazio,1,2,0.94,2.37,16,7,2020/2021,0
Carpi,Napoli,0,1,0.08,2.27,18,2,2015/2016,0
Udinese,Napoli,1,2,0.84,1.13,16,7,2019/2020,0
Fiorentina,Empoli,1,2,1.19,2.07,8,17,2016/2017,1
Udinese,Fiorentina,2,1,1.16,0.66,16,5,2015/2016,1
Fiorentina,Cagliari,0,1,0.47,2.13,8,18,2017/2018,1
Empoli,Palermo,0,0,0.52,0.68,11,17,2015/2016,1
Sampdoria,Genoa,1,0,0.24,0.95,18,19,2019/2020,0
Palermo,Roma,2,1,2.89,0.51,11,2,2014/2015,0
Napoli,Sassuolo,1,1,1.24,0.52,7,14,2016/2017,1
Empoli,Juventus,0,1,0.63,2.19,11,1,2015/2016,0
AC Milan,Udinese,1,1,1.31,0.77,2,12,2020/2021,1
Verona,Atalanta,2,3,1.19,2.52,9,6,2019/2020,0
Lazio,Inter,0,0,1.1,0.75,5,3,2017/2018,0
Roma,Spezia,4,3,2.59,1.46,4,14,2020/2021,1
Inter,AC Milan,3,2,2.91,1.06,4,3,2018/2019,0
Roma,Juventus,2,0,1.39,1.05,6,1,2018/2019,1
Cagliari,Inter,2,1,2.08,2.09,14,3,2018/2019,1
Parma Calcio 1913,Inter,1,0,0.3,1.39,17,8,2018/2019,0
Atalanta,Udinese,7,1,5.83,0.48,3,11,2019/2020,1
Palermo,Frosinone,4,1,2.75,1.49,17,18,2015/2016,1
Inter,Udinese,0,0,2.28,0.36,3,17,2018/2019,0
Genoa,Parma Calcio 1913,1,4,2.08,1.79,17,9,2019/2020,1
Udinese,Torino,1,5,1.57,1.25,16,11,2015/2016,1
Juventus,Napoli,0,1,2.01,1.06,3,6,2020/2021,0
Verona,Atalanta,1,1,1.44,1.75,9,3,2019/2020,1
AC Milan,Udinese,1,2,0.52,1.43,10,15,2014/2015,0
Inter,Torino,1,1,1.64,1.13,2,10,2017/2018,1
Napoli,Juventus,2,1,1.27,0.65,13,1,2019/2020,1
Crotone,Inter,0,3,0.25,2.5,19,15,2016/2017,0
Fiorentina,Udinese,0,0,0.33,0.93,13,14,2019/2020,0
Inter,Fiorentina,4,2,3.58,0.82,12,8,2016/2017,1
Sampdoria,Roma,2,1,0.19,1.45,9,8,2015/2016,1
Bologna,Crotone,3,2,3.85,1.95,12,20,2020/2021,0
Napoli,Verona,1,1,1.57,0.52,5,10,2020/2021,1
Atalanta,Bologna,1,0,1.95,0.24,12,7,2017/2018,1
Torino,Napoli,1,2,1.06,1.36,13,4,2015/2016,0
AC Milan,Fiorentina,0,2,0.59,1.93,5,8,2015/2016,0
Parma Calcio 1913,Lazio,0,4,0.41,1.87,20,2,2014/2015,0
Genoa,Chievo,1,2,1.49,0.39,16,15,2016/2017,1
SPAL 2013,Verona,0,2,1.6,2.53,20,13,2019/2020,1
Udinese,Palermo,1,1,1.39,2.91,9,14,2014/2015,0
Lazio,Crotone,2,0,1.79,0.43,7,20,2020/2021,0
Roma,Empoli,2,1,1.14,0.19,6,17,2018/2019,1
Sampdoria,Udinese,0,1,0.59,1.8,17,10,2018/2019,0
Sampdoria,Sassuolo,1,3,0.63,2.65,14,8,2015/2016,1
SPAL 2013,AC Milan,0,1,0.34,1.91,19,13,2019/2020,0
Fiorentina,Roma,1,1,1.12,1.25,6,2,2014/2015,1
Spezia,Cagliari,2,1,1.04,2.95,15,18,2020/2021,1
Lazio,Inter,1,3,1.15,1.59,4,8,2016/2017,1
Lazio,Juventus,0,2,0.22,1.77,4,1,2016/2017,0
Empoli,Parma Calcio 1913,2,2,1.07,1.03,15,20,2014/2015,1
Roma,Atalanta,1,1,1.11,2.39,7,4,2020/2021,1
Napoli,Fiorentina,0,0,0.99,0.21,3,8,2017/2018,1
Empoli,Cagliari,0,4,0.46,1.5,13,17,2014/2015,1
Frosinone,Verona,2,1,1.11,2.02,19,20,2015/2016,0
Genoa,Cagliari,1,0,2.49,1.27,16,18,2020/2021,1
Pescara,Sampdoria,1,1,1.69,1.65,19,15,2016/2017,1
Fiorentina,SPAL 2013,0,0,2.32,0.47,7,17,2017/2018,1
Atalanta,Sampdoria,2,0,1.37,0.46,6,10,2020/2021,0
Sampdoria,Genoa,1,1,1.52,2.44,8,7,2014/2015,1
Parma Calcio 1913,Inter,2,0,1.68,0.53,20,8,2014/2015,1
Sampdoria,Cagliari,2,2,0.53,0.98,11,17,2020/2021,1
Frosinone,Napoli,0,4,0.84,3.96,19,3,2015/2016,0
