A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals
Inter,Lazio,1,0,2,6,2019/2020,1,1
Napoli,Cagliari,0,1,3,9,2019/2020,1,1
Parma Calcio 1913,Sassuolo,1,0,17,9,2019/2020,1,1
Roma,Atalanta,0,2,5,8,2019/2020,1,2
SPAL 2013,Lecce,1,3,18,19,2019/2020,1,4
Torino,AC Milan,2,1,10,11,2019/2020,1,3
Juventus,SPAL 2013,2,0,2,19,2019/2020,1,2
Sampdoria,Inter,1,3,20,2,2019/2020,1,4
Sassuolo,Atalanta,1,4,10,3,2019/2020,1,5
AC Milan,Fiorentina,1,3,12,15,2019/2020,1,4
Cagliari,Verona,1,1,5,16,2019/2020,1,2
Lazio,Genoa,4,0,10,17,2019/2020,1,4
Lecce,Roma,0,1,16,10,2019/2020,1,1
Napoli,Brescia,2,1,7,11,2019/2020,1,3
Udinese,Bologna,1,0,18,9,2019/2020,1,1
Parma Calcio 1913,Torino,3,2,15,8,2019/2020,1,5
Genoa,AC Milan,1,2,18,16,2019/2020,1,3
SPAL 2013,Parma Calcio 1913,1,0,19,9,2019/2020,1,1
Verona,Sampdoria,2,0,15,20,2019/2020,1,2
Atalanta,Lecce,3,1,3,17,2019/2020,1,4
Bologna,Lazio,2,2,13,6,2019/2020,1,4
Fiorentina,Udinese,1,0,13,14,2019/2020,1,1
Inter,Juventus,1,2,1,3,2019/2020,1,3
Roma,Cagliari,1,1,7,8,2019/2020,1,2
Torino,Napoli,0,0,11,4,2019/2020,1,0
Juventus,Bologna,2,1,1,11,2019/2020,1,3
Lazio,Atalanta,3,3,6,3,2019/2020,1,6
Napoli,Verona,2,0,4,10,2019/2020,1,2
AC Milan,Lecce,2,2,13,18,2019/2020,1,4
Cagliari,SPAL 2013,2,0,7,18,2019/2020,1,2
Parma Calcio 1913,Genoa,5,1,13,19,2019/2020,1,6
Sampdoria,Roma,0,0,20,8,2019/2020,1,0
Sassuolo,Inter,3,4,16,2,2019/2020,1,7
Udinese,Torino,1,0,14,10,2019/2020,1,1
Brescia,Fiorentina,0,0,16,9,2019/2020,1,0
Verona,Sassuolo,0,1,14,17,2019/2020,1,1
Genoa,Brescia,3,1,19,16,2019/2020,1,4
Inter,Parma Calcio 1913,2,2,2,9,2019/2020,1,4
Lecce,Juventus,1,1,18,2,2019/2020,1,2
Bologna,Sampdoria,2,1,13,20,2019/2020,1,3
Fiorentina,Lazio,1,2,9,8,2019/2020,1,3
Roma,AC Milan,2,1,8,12,2019/2020,1,3
SPAL 2013,Napoli,1,1,19,4,2019/2020,1,2
Torino,Cagliari,1,1,11,7,2019/2020,1,2
Brescia,Inter,1,2,18,2,2019/2020,1,3
Parma Calcio 1913,Verona,0,1,8,15,2019/2020,1,1
Cagliari,Bologna,3,2,7,10,2019/2020,1,5
Juventus,Genoa,2,1,2,17,2019/2020,1,3
Lazio,Torino,4,0,7,12,2019/2020,1,4
Napoli,Atalanta,2,2,6,3,2019/2020,1,4
Sampdoria,Lecce,1,1,20,16,2019/2020,1,2
Sassuolo,Fiorentina,1,2,15,9,2019/2020,1,3
Udinese,Roma,0,4,14,7,2019/2020,1,4
AC Milan,SPAL 2013,1,0,13,19,2019/2020,1,1
Bologna,Inter,1,2,11,2,2019/2020,1,3
Roma,Napoli,2,1,4,6,2019/2020,1,3
Torino,Juventus,0,1,13,2,2019/2020,1,1
AC Milan,Lazio,1,2,10,5,2019/2020,1,3
Atalanta,Cagliari,0,2,4,6,2019/2020,1,2
Fiorentina,Parma Calcio 1913,1,1,8,9,2019/2020,1,2
Genoa,Udinese,1,3,17,14,2019/2020,1,4
Lecce,Sassuolo,2,2,16,15,2019/2020,1,4
Verona,Brescia,2,1,12,18,2019/2020,1,3
SPAL 2013,Sampdoria,0,1,19,20,2019/2020,1,1
Sassuolo,Bologna,3,1,15,13,2019/2020,1,4
Brescia,Torino,0,4,19,15,2019/2020,1,4
Inter,Verona,2,1,2,9,2019/2020,1,3
Napoli,Genoa,0,0,7,17,2019/2020,1,0
Cagliari,Fiorentina,5,2,6,8,2019/2020,1,7
Juventus,AC Milan,1,0,2,13,2019/2020,1,1
Lazio,Lecce,4,2,5,16,2019/2020,1,6
Parma Calcio 1913,Roma,2,0,10,5,2019/2020,1,2
Sampdoria,Atalanta,0,0,18,6,2019/2020,1,0
Udinese,SPAL 2013,0,0,14,20,2019/2020,1,0
AC Milan,Napoli,1,1,14,7,2019/2020,1,2
Atalanta,Juventus,1,3,5,1,2019/2020,1,4
Torino,Inter,0,3,11,2,2019/2020,1,3
Bologna,Parma Calcio 1913,2,2,15,8,2019/2020,1,4
Roma,Brescia,3,0,6,20,2019/2020,1,3
Sampdoria,Udinese,2,1,18,13,2019/2020,1,3
Sassuolo,Lazio,1,2,14,4,2019/2020,1,3
Verona,Fiorentina,1,0,10,9,2019/2020,1,1
Lecce,Cagliari,2,2,17,5,2019/2020,1,4
SPAL 2013,Genoa,1,1,19,18,2019/2020,1,2
Brescia,Atalanta,0,3,20,6,2019/2020,1,3
Fiorentina,Lecce,0,1,10,17,2019/2020,1,1
Genoa,Torino,0,1,18,12,2019/2020,1,1
Inter,SPAL 2013,2,1,2,19,2019/2020,1,3
Juventus,Sassuolo,2,2,2,15,2019/2020,1,4
Lazio,Udinese,3,0,3,15,2019/2020,1,3
Napoli,Bologna,1,2,7,16,2019/2020,1,3
Parma Calcio 1913,AC Milan,0,1,8,14,2019/2020,1,1
Verona,Roma,1,3,9,6,2019/2020,1,4
Cagliari,Sampdoria,4,3,6,17,2019/2020,1,7
Inter,Roma,0,0,1,5,2019/2020,1,0
Atalanta,Verona,3,2,6,9,2019/2020,1,5
Lazio,Juventus,3,1,3,2,2019/2020,1,4
Udinese,Napoli,1,1,16,7,2019/2020,1,2
Bologna,AC Milan,2,3,12,10,2019/2020,1,5
Lecce,Genoa,2,2,16,18,2019/2020,1,4
SPAL 2013,Brescia,0,1,19,20,2019/2020,1,1
Sampdoria,Parma Calcio 1913,0,1,17,9,2019/2020,1,1
Sassuolo,Cagliari,2,2,16,6,2019/2020,1,4
Torino,Fiorentina,2,1,11,12,2019/2020,1,3
Brescia,Lecce,3,0,19,15,2019/2020,1,3
Genoa,Sampdoria,0,1,19,18,2019/2020,1,1
Napoli,Parma Calcio 1913,1,2,7,8,2019/2020,1,3
AC Milan,Sassuolo,0,0,9,14,2019/2020,1,0
Bologna,Atalanta,2,1,13,6,2019/2020,1,3
Fiorentina,Inter,1,1,14,1,2019/2020,1,2
Juventus,Udinese,3,1,2,17,2019/2020,1,4
Roma,SPAL 2013,3,1,5,20,2019/2020,1,4
Verona,Torino,3,3,12,10,2019/2020,1,6
Cagliari,Lazio,1,2,5,3,2019/2020,1,3
Brescia,Sassuolo,0,2,18,14,2019/2020,1,2
Sampdoria,Juventus,1,2,16,2,2019/2020,1,3
Fiorentina,Roma,1,4,14,4,2019/2020,1,5
Inter,Genoa,4,0,2,19,2019/2020,1,4
Torino,SPAL 2013,1,2,10,20,2019/2020,1,3
Udinese,Cagliari,2,1,17,5,2019/2020,1,3
Atalanta,AC Milan,5,0,6,9,2019/2020,1,5
Lecce,Bologna,2,3,16,12,2019/2020,1,5
Parma Calcio 1913,Brescia,1,1,7,18,2019/2020,1,2
Sassuolo,Napoli,1,2,12,9,2019/2020,1,3
Brescia,Lazio,1,2,18,3,2019/2020,1,3
Genoa,Sassuolo,2,1,20,12,2019/2020,1,3
Roma,Torino,0,2,4,10,2019/2020,1,2
SPAL 2013,Verona,0,2,20,13,2019/2020,1,2
AC Milan,Sampdoria,0,0,12,17,2019/2020,1,0
Atalanta,Parma Calcio 1913,5,0,5,7,2019/2020,1,5
Bologna,Fiorentina,1,1,11,15,2019/2020,1,2
Juventus,Cagliari,4,0,2,6,2019/2020,1,4
Lecce,Udinese,0,1,17,15,2019/2020,1,1
Napoli,Inter,1,3,8,2,2019/2020,1,4
Cagliari,AC Milan,0,2,6,12,2019/2020,1,2
Inter,Atalanta,1,1,1,5,2019/2020,1,2
Lazio,Napoli,1,0,3,9,2019/2020,1,1
Fiorentina,SPAL 2013,1,0,15,20,2019/2020,1,1
Roma,Juventus,1,2,5,2,2019/2020,1,3
Sampdoria,Brescia,5,1,16,18,2019/2020,1,6
Torino,Bologna,1,0,10,11,2019/2020,1,1
Udinese,Sassuolo,3,0,14,15,2019/2020,1,3
Verona,Genoa,2,1,13,18,2019/2020,1,3
Parma Calcio 1913,Lecce,2,0,9,17,2019/2020,1,2
Lazio,Sampdoria,5,1,3,16,2019/2020,1,6
Napoli,Fiorentina,0,2,11,14,2019/2020,1,2
Sassuolo,Torino,2,1,15,8,2019/2020,1,3
AC Milan,Udinese,3,2,10,13,2019/2020,1,5
Bologna,Verona,1,1,14,10,2019/2020,1,2
Brescia,Cagliari,2,2,19,6,2019/2020,1,4
Genoa,Roma,1,3,19,5,2019/2020,1,4
Juventus,Parma Calcio 1913,2,1,1,7,2019/2020,1,3
Lecce,Inter,1,1,17,2,2019/2020,1,2
Atalanta,SPAL 2013,1,2,5,20,2019/2020,1,3
Brescia,AC Milan,0,1,19,8,2019/2020,1,1
Fiorentina,Genoa,0,0,13,20,2019/2020,1,0
SPAL 2013,Bologna,1,3,18,13,2019/2020,1,4
Torino,Atalanta,0,7,10,5,2019/2020,1,7
Inter,Cagliari,1,1,2,7,2019/2020,1,2
Napoli,Juventus,2,1,13,1,2019/2020,1,3
Parma Calcio 1913,Udinese,2,0,8,14,2019/2020,1,2
Roma,Lazio,1,1,5,3,2019/2020,1,2
Sampdoria,Sassuolo,0,0,16,15,2019/2020,1,0
Verona,Lecce,3,0,12,17,2019/2020,1,3
Bologna,Brescia,2,1,11,19,2019/2020,1,3
Cagliari,Parma Calcio 1913,2,2,6,7,2019/2020,1,4
Sassuolo,Roma,4,2,15,4,2019/2020,1,6
AC Milan,Verona,1,1,8,10,2019/2020,1,2
Atalanta,Genoa,2,2,5,19,2019/2020,1,4
Juventus,Fiorentina,3,0,1,14,2019/2020,1,3
Lazio,SPAL 2013,5,1,3,19,2019/2020,1,6
Lecce,Torino,4,0,17,12,2019/2020,1,4
Udinese,Inter,0,2,15,3,2019/2020,1,2
Sampdoria,Napoli,2,4,16,11,2019/2020,1,6
Lazio,Verona,0,0,3,10,2019/2020,1,0
Roma,Bologna,2,3,5,11,2019/2020,1,5
Fiorentina,Atalanta,1,2,14,4,2019/2020,1,3
Torino,Sampdoria,1,3,12,16,2019/2020,1,4
Verona,Juventus,2,1,10,1,2019/2020,1,3
Brescia,Udinese,1,1,19,15,2019/2020,1,2
Genoa,Cagliari,1,0,18,8,2019/2020,1,1
Inter,AC Milan,4,2,2,10,2019/2020,1,6
Napoli,Lecce,2,3,11,17,2019/2020,1,5
Parma Calcio 1913,Lazio,0,1,9,3,2019/2020,1,1
SPAL 2013,Sassuolo,1,2,20,13,2019/2020,1,3
Atalanta,Roma,2,1,4,5,2019/2020,1,3
Bologna,Genoa,0,3,7,18,2019/2020,1,3
Lecce,SPAL 2013,2,1,17,20,2019/2020,1,3
Cagliari,Napoli,0,1,8,11,2019/2020,1,1
Juventus,Brescia,2,0,2,19,2019/2020,1,2
Lazio,Inter,2,1,3,2,2019/2020,1,3
Sampdoria,Fiorentina,1,5,17,14,2019/2020,1,6
Sassuolo,Parma Calcio 1913,0,1,12,10,2019/2020,1,1
Udinese,Verona,0,0,16,7,2019/2020,1,0
AC Milan,Torino,1,0,11,14,2019/2020,1,1
Brescia,Napoli,1,2,19,9,2019/2020,1,3
Bologna,Udinese,1,1,10,15,2019/2020,1,2
Fiorentina,AC Milan,1,1,13,9,2019/2020,1,2
SPAL 2013,Juventus,1,2,20,1,2019/2020,1,3
Genoa,Lazio,2,3,18,2,2019/2020,1,5
Roma,Lecce,4,0,5,16,2019/2020,1,4
Lazio,Bologna,2,0,2,10,2019/2020,1,2
Napoli,Torino,2,1,6,14,2019/2020,1,3
Cagliari,Roma,3,4,11,5,2019/2020,1,7
AC Milan,Genoa,1,2,7,18,2019/2020,1,3
Juventus,Inter,2,0,2,3,2019/2020,1,2
Parma Calcio 1913,SPAL 2013,0,1,9,20,2019/2020,1,1
Sampdoria,Verona,2,1,18,8,2019/2020,1,3
Udinese,Fiorentina,0,0,14,13,2019/2020,1,0
Sassuolo,Brescia,3,0,13,20,2019/2020,1,3
Torino,Parma Calcio 1913,1,1,15,9,2019/2020,1,2
Verona,Cagliari,2,1,9,12,2019/2020,1,3
Atalanta,Sassuolo,4,1,4,11,2019/2020,1,5
Inter,Sampdoria,2,1,3,16,2019/2020,1,3
Bologna,Juventus,0,2,10,1,2019/2020,1,2
Fiorentina,Brescia,1,1,13,20,2019/2020,1,2
Lecce,AC Milan,1,4,18,9,2019/2020,1,5
Genoa,Parma Calcio 1913,1,4,17,9,2019/2020,1,5
SPAL 2013,Cagliari,0,1,19,11,2019/2020,1,1
Torino,Udinese,1,0,15,14,2019/2020,1,1
Verona,Napoli,0,2,9,6,2019/2020,1,2
Atalanta,Lazio,3,2,4,2,2019/2020,1,5
Inter,Sassuolo,3,3,3,12,2019/2020,1,6
Roma,Sampdoria,2,1,5,16,2019/2020,1,3
Juventus,Lecce,4,0,1,18,2019/2020,1,4
Brescia,Genoa,2,2,20,17,2019/2020,1,4
Cagliari,Torino,4,2,10,14,2019/2020,1,6
Lazio,Fiorentina,2,1,2,13,2019/2020,1,3
AC Milan,Roma,2,0,8,5,2019/2020,1,2
Napoli,SPAL 2013,3,1,6,19,2019/2020,1,4
Parma Calcio 1913,Inter,1,2,8,3,2019/2020,1,3
Sampdoria,Bologna,1,2,16,11,2019/2020,1,3
Sassuolo,Verona,3,3,12,10,2019/2020,1,6
Udinese,Atalanta,2,3,15,4,2019/2020,1,5
Genoa,Juventus,1,3,16,1,2019/2020,1,4
Torino,Lazio,1,2,14,2,2019/2020,1,3
Bologna,Cagliari,1,1,11,10,2019/2020,1,2
Fiorentina,Sassuolo,1,3,13,12,2019/2020,1,4
Inter,Brescia,6,0,3,19,2019/2020,1,6
Lecce,Sampdoria,1,2,18,16,2019/2020,1,3
SPAL 2013,AC Milan,2,2,19,7,2019/2020,1,4
Verona,Parma Calcio 1913,3,2,10,9,2019/2020,1,5
Atalanta,Napoli,2,0,4,6,2019/2020,1,2
Roma,Udinese,0,2,5,16,2019/2020,1,2
Juventus,Torino,4,1,1,15,2019/2020,1,5
Lazio,AC Milan,0,3,2,7,2019/2020,1,3
Sassuolo,Lecce,4,2,12,18,2019/2020,1,6
Brescia,Verona,2,0,20,8,2019/2020,1,2
Cagliari,Atalanta,0,1,10,4,2019/2020,1,1
Inter,Bologna,1,2,3,12,2019/2020,1,3
Napoli,Roma,2,1,7,5,2019/2020,1,3
Parma Calcio 1913,Fiorentina,1,2,12,13,2019/2020,1,3
Sampdoria,SPAL 2013,3,0,16,20,2019/2020,1,3
Udinese,Genoa,2,2,15,17,2019/2020,1,4
AC Milan,Juventus,4,2,7,1,2019/2020,1,6
Lecce,Lazio,2,1,18,2,2019/2020,1,3
Atalanta,Sampdoria,2,0,4,14,2019/2020,1,2
Bologna,Sassuolo,1,2,9,10,2019/2020,1,3
Fiorentina,Cagliari,0,0,13,11,2019/2020,1,0
Genoa,Napoli,1,2,18,7,2019/2020,1,3
Roma,Parma Calcio 1913,2,1,7,12,2019/2020,1,3
Torino,Brescia,3,1,16,19,2019/2020,1,4
SPAL 2013,Udinese,0,3,20,15,2019/2020,1,3
Verona,Inter,2,2,9,4,2019/2020,1,4
Brescia,Roma,0,3,19,5,2019/2020,1,3
Juventus,Atalanta,2,2,1,3,2019/2020,1,4
Lazio,Sassuolo,1,2,2,8,2019/2020,1,3
Cagliari,Lecce,0,0,11,17,2019/2020,1,0
Fiorentina,Verona,1,1,13,9,2019/2020,1,2
Genoa,SPAL 2013,2,0,18,20,2019/2020,1,2
Napoli,AC Milan,2,2,6,7,2019/2020,1,4
Parma Calcio 1913,Bologna,2,2,12,11,2019/2020,1,4
Udinese,Sampdoria,1,3,14,16,2019/2020,1,4
Inter,Torino,3,1,4,16,2019/2020,1,4
AC Milan,Parma Calcio 1913,3,1,7,12,2019/2020,1,4
Bologna,Napoli,1,1,10,7,2019/2020,1,2
Lecce,Fiorentina,1,3,18,13,2019/2020,1,4
Roma,Verona,2,1,5,9,2019/2020,1,3
Sampdoria,Cagliari,3,0,14,11,2019/2020,1,3
Sassuolo,Juventus,3,3,8,1,2019/2020,1,6
Udinese,Lazio,0,0,15,4,2019/2020,1,0
SPAL 2013,Inter,0,4,20,4,2019/2020,1,4
Torino,Genoa,3,0,16,17,2019/2020,1,3
AC Milan,Bologna,5,1,7,10,2019/2020,1,6
Cagliari,Sassuolo,1,1,11,8,2019/2020,1,2
Verona,Atalanta,1,1,9,3,2019/2020,1,2
Brescia,SPAL 2013,2,1,19,20,2019/2020,1,3
Fiorentina,Torino,2,0,13,15,2019/2020,1,2
Genoa,Lecce,2,1,17,18,2019/2020,1,3
Napoli,Udinese,2,1,7,16,2019/2020,1,3
Parma Calcio 1913,Sampdoria,2,3,13,14,2019/2020,1,5
Roma,Inter,2,2,5,3,2019/2020,1,4
Juventus,Lazio,2,1,1,4,2019/2020,1,3
Atalanta,Bologna,1,0,3,10,2019/2020,1,1
Sassuolo,AC Milan,1,2,8,6,2019/2020,1,3
Inter,Fiorentina,0,0,3,12,2019/2020,1,0
Lecce,Brescia,3,1,18,19,2019/2020,1,4
Parma Calcio 1913,Napoli,2,1,14,7,2019/2020,1,3
SPAL 2013,Roma,1,6,20,6,2019/2020,1,7
Sampdoria,Genoa,1,2,14,17,2019/2020,1,3
Torino,Verona,1,1,15,9,2019/2020,1,2
Lazio,Cagliari,2,1,4,13,2019/2020,1,3
Udinese,Juventus,2,1,16,1,2019/2020,1,3
AC Milan,Atalanta,1,1,6,2,2019/2020,1,2
Brescia,Parma Calcio 1913,1,2,19,11,2019/2020,1,3
Genoa,Inter,0,3,17,3,2019/2020,1,3
Napoli,Sassuolo,2,0,7,8,2019/2020,1,2
Bologna,Lecce,3,2,12,18,2019/2020,1,5
Cagliari,Udinese,0,1,13,15,2019/2020,1,1
Juventus,Sampdoria,2,0,1,15,2019/2020,1,2
Roma,Fiorentina,2,1,5,12,2019/2020,1,3
SPAL 2013,Torino,1,1,20,16,2019/2020,1,2
Verona,Lazio,1,5,9,4,2019/2020,1,6
Inter,Napoli,2,0,2,7,2019/2020,1,2
Parma Calcio 1913,Atalanta,1,2,9,3,2019/2020,1,3
Cagliari,Juventus,2,0,13,1,2019/2020,1,2
Fiorentina,Bologna,4,0,13,11,2019/2020,1,4
Lazio,Brescia,2,0,4,19,2019/2020,1,2
Sampdoria,AC Milan,1,4,15,6,2019/2020,1,5
Sassuolo,Genoa,5,0,8,17,2019/2020,1,5
Torino,Roma,2,3,16,5,2019/2020,1,5
Udinese,Lecce,1,2,14,18,2019/2020,1,3
Verona,SPAL 2013,3,0,11,20,2019/2020,1,3
AC Milan,Cagliari,3,0,6,13,2019/2020,1,3
Atalanta,Inter,0,2,3,2,2019/2020,1,2
Brescia,Sampdoria,1,1,19,15,2019/2020,1,2
Juventus,Roma,1,3,1,5,2019/2020,1,4
Napoli,Lazio,3,1,7,4,2019/2020,1,4
Bologna,Torino,1,1,12,16,2019/2020,1,2
Genoa,Verona,3,0,17,9,2019/2020,1,3
Lecce,Parma Calcio 1913,3,4,18,12,2019/2020,1,7
SPAL 2013,Fiorentina,1,3,20,12,2019/2020,1,4
Sassuolo,Udinese,0,1,8,14,2019/2020,1,1
Fiorentina,Torino,1,0,7,18,2020/2021,1,1
Verona,Roma,0,0,19,14,2020/2021,1,0
Genoa,Crotone,4,1,10,9,2020/2021,1,5
Juventus,Sampdoria,3,0,11,15,2020/2021,1,3
Parma Calcio 1913,Napoli,0,2,14,13,2020/2021,1,2
Sassuolo,Cagliari,1,1,14,11,2020/2021,1,2
AC Milan,Bologna,2,0,9,12,2020/2021,1,2
Cagliari,Lazio,0,2,6,13,2020/2021,1,2
Inter,Fiorentina,4,3,13,6,2020/2021,1,7
Sampdoria,Benevento,2,3,20,13,2020/2021,1,5
Torino,Atalanta,2,4,16,13,2020/2021,1,6
Crotone,AC Milan,0,2,18,3,2020/2021,1,2
Napoli,Genoa,6,0,6,2,2020/2021,1,6
Roma,Juventus,2,2,10,3,2020/2021,1,4
Spezia,Sassuolo,1,4,14,11,2020/2021,1,5
Verona,Udinese,1,0,12,14,2020/2021,1,1
Bologna,Parma Calcio 1913,4,1,15,16,2020/2021,1,5
Benevento,Inter,2,5,8,10,2020/2021,1,7
Lazio,Atalanta,1,4,8,7,2020/2021,1,5
Udinese,Spezia,0,2,15,16,2020/2021,1,2
Fiorentina,Sampdoria,1,2,9,18,2020/2021,1,3
Sassuolo,Crotone,4,1,6,19,2020/2021,1,5
Udinese,Roma,0,1,18,15,2020/2021,1,1
AC Milan,Spezia,3,0,4,12,2020/2021,1,3
Atalanta,Cagliari,5,2,4,16,2020/2021,1,7
Benevento,Bologna,1,0,12,9,2020/2021,1,1
Lazio,Inter,1,1,12,5,2020/2021,1,2
Parma Calcio 1913,Verona,1,0,19,9,2020/2021,1,1
Crotone,Juventus,1,1,20,8,2020/2021,1,2
Inter,AC Milan,1,2,4,2,2020/2021,1,3
Napoli,Atalanta,4,1,5,2,2020/2021,1,5
Sampdoria,Lazio,3,0,14,10,2020/2021,1,3
Bologna,Sassuolo,3,4,12,4,2020/2021,1,7
Roma,Benevento,5,2,9,7,2020/2021,1,7
Spezia,Fiorentina,2,2,16,13,2020/2021,1,4
Torino,Cagliari,2,3,19,17,2020/2021,1,5
Udinese,Parma Calcio 1913,3,2,20,17,2020/2021,1,5
Verona,Genoa,0,0,10,16,2020/2021,1,0
Sassuolo,Torino,3,3,2,20,2020/2021,1,6
Atalanta,Sampdoria,1,3,4,7,2020/2021,1,4
Genoa,Inter,0,2,12,7,2020/2021,1,2
Lazio,Bologna,2,1,13,16,2020/2021,1,3
Benevento,Napoli,1,2,9,4,2020/2021,1,3
Cagliari,Crotone,4,2,13,20,2020/2021,1,6
Fiorentina,Udinese,3,2,13,17,2020/2021,1,5
Juventus,Verona,1,1,12,13,2020/2021,1,2
Parma Calcio 1913,Spezia,2,2,18,14,2020/2021,1,4
AC Milan,Roma,3,3,2,7,2020/2021,1,6
Bologna,Cagliari,3,2,17,9,2020/2021,1,5
Crotone,Atalanta,1,2,20,6,2020/2021,1,3
Inter,Parma Calcio 1913,2,2,5,17,2020/2021,1,4
Napoli,Sassuolo,0,2,2,4,2020/2021,1,2
Roma,Fiorentina,2,0,6,8,2020/2021,1,2
Sampdoria,Genoa,1,1,7,17,2020/2021,1,2
Spezia,Juventus,1,4,15,11,2020/2021,1,5
Torino,Lazio,3,4,19,11,2020/2021,1,7
Udinese,AC Milan,1,2,18,2,2020/2021,1,3
Verona,Benevento,3,1,12,14,2020/2021,1,4
Genoa,Torino,1,2,15,19,2020/2021,1,3
Sassuolo,Udinese,0,0,2,19,2020/2021,1,0
Benevento,Spezia,0,3,14,17,2020/2021,1,3
Cagliari,Sampdoria,2,0,13,7,2020/2021,1,2
Parma Calcio 1913,Fiorentina,0,0,16,13,2020/2021,1,0
AC Milan,Verona,2,2,1,11,2020/2021,1,4
Atalanta,Inter,1,1,5,6,2020/2021,1,2
Bologna,Napoli,0,1,14,4,2020/2021,1,1
Genoa,Roma,1,3,17,5,2020/2021,1,4
Lazio,Juventus,1,1,10,11,2020/2021,1,2
Torino,Crotone,0,0,18,20,2020/2021,1,0
Crotone,Lazio,0,2,20,7,2020/2021,1,2
Juventus,Cagliari,2,0,8,11,2020/2021,1,2
Spezia,Atalanta,0,0,13,7,2020/2021,1,0
Fiorentina,Benevento,0,1,13,16,2020/2021,1,1
Inter,Torino,4,2,8,17,2020/2021,1,6
Napoli,AC Milan,1,3,2,1,2020/2021,1,4
Roma,Parma Calcio 1913,3,0,4,16,2020/2021,1,3
Sampdoria,Bologna,1,2,10,15,2020/2021,1,3
Udinese,Genoa,1,0,19,18,2020/2021,1,1
Verona,Sassuolo,0,2,9,4,2020/2021,1,2
Atalanta,Verona,0,2,6,9,2020/2021,1,2
Benevento,Juventus,1,1,14,8,2020/2021,1,2
Sassuolo,Inter,0,3,3,5,2020/2021,1,3
AC Milan,Fiorentina,2,0,1,15,2020/2021,1,2
Bologna,Crotone,1,0,13,20,2020/2021,1,1
Cagliari,Spezia,2,2,12,14,2020/2021,1,4
Lazio,Udinese,1,3,8,16,2020/2021,1,4
Napoli,Roma,4,0,5,2,2020/2021,1,4
Genoa,Parma Calcio 1913,1,2,19,17,2020/2021,1,3
Torino,Sampdoria,2,2,18,12,2020/2021,1,4
Inter,Bologna,3,1,3,10,2020/2021,1,4
Juventus,Torino,2,1,6,18,2020/2021,1,3
Spezia,Lazio,1,2,14,8,2020/2021,1,3
Crotone,Napoli,0,4,20,3,2020/2021,1,4
Parma Calcio 1913,Benevento,0,0,16,15,2020/2021,1,0
Roma,Sassuolo,0,0,5,4,2020/2021,1,0
Sampdoria,AC Milan,1,2,11,1,2020/2021,1,3
Verona,Cagliari,1,1,9,12,2020/2021,1,2
Fiorentina,Genoa,1,1,17,19,2020/2021,1,2
Sassuolo,Benevento,1,0,4,13,2020/2021,1,1
Crotone,Spezia,4,1,20,15,2020/2021,1,5
Lazio,Verona,1,2,7,9,2020/2021,1,3
Torino,Udinese,2,3,18,14,2020/2021,1,5
AC Milan,Parma Calcio 1913,2,2,1,15,2020/2021,1,4
Atalanta,Fiorentina,3,0,9,17,2020/2021,1,3
Bologna,Roma,1,5,11,5,2020/2021,1,6
Cagliari,Inter,1,3,11,5,2020/2021,1,4
Genoa,Juventus,1,3,19,6,2020/2021,1,4
Napoli,Sampdoria,2,1,5,13,2020/2021,1,3
Benevento,Lazio,1,1,15,9,2020/2021,1,2
Udinese,Crotone,0,0,10,20,2020/2021,1,0
Fiorentina,Sassuolo,1,1,17,5,2020/2021,1,2
Genoa,AC Milan,2,2,19,1,2020/2021,1,4
Inter,Napoli,1,0,3,2,2020/2021,1,1
Juventus,Atalanta,1,1,6,8,2020/2021,1,2
Parma Calcio 1913,Cagliari,0,0,15,11,2020/2021,1,0
Spezia,Bologna,2,2,17,12,2020/2021,1,4
Verona,Sampdoria,1,2,9,15,2020/2021,1,3
Roma,Torino,3,1,5,19,2020/2021,1,4
Fiorentina,Verona,1,1,17,9,2020/2021,1,2
Parma Calcio 1913,Juventus,0,4,14,6,2020/2021,1,4
Sampdoria,Crotone,3,1,11,20,2020/2021,1,4
Atalanta,Roma,4,1,7,3,2020/2021,1,5
Benevento,Genoa,2,0,14,18,2020/2021,1,2
Cagliari,Udinese,1,1,13,12,2020/2021,1,2
Inter,Spezia,2,1,2,17,2020/2021,1,3
Lazio,Napoli,2,0,9,4,2020/2021,1,2
Sassuolo,AC Milan,1,2,6,2,2020/2021,1,3
Torino,Bologna,1,1,19,14,2020/2021,1,2
Crotone,Parma Calcio 1913,2,1,20,15,2020/2021,1,3
Juventus,Fiorentina,0,3,4,16,2020/2021,1,3
AC Milan,Lazio,3,2,1,8,2020/2021,1,5
Bologna,Atalanta,2,2,15,7,2020/2021,1,4
Napoli,Torino,1,1,4,19,2020/2021,1,2
Roma,Cagliari,3,2,4,14,2020/2021,1,5
Sampdoria,Sassuolo,2,3,10,6,2020/2021,1,5
Spezia,Genoa,1,2,17,20,2020/2021,1,3
Udinese,Benevento,0,2,11,13,2020/2021,1,2
Verona,Inter,1,2,9,2,2020/2021,1,3
Atalanta,Sassuolo,5,1,7,4,2020/2021,1,6
Benevento,AC Milan,0,2,10,1,2020/2021,1,2
Cagliari,Napoli,1,4,15,5,2020/2021,1,5
Fiorentina,Bologna,0,0,14,13,2020/2021,1,0
Genoa,Lazio,1,1,18,8,2020/2021,1,2
