A_team,B_team,A_score,B_score,A_standings,B_standings,season,target,total_goals,match_id,delta_score,delta_standings
Inter,Atalanta,1,0,10,7,2015/2016,1,1,383,1,3
Juventus,Udinese,0,1,10,15,2015/2016,1,1,384,-1,-5
Palermo,Genoa,1,0,12,10,2015/2016,1,1,385,1,2
Sampdoria,Carpi,5,2,12,10,2015/2016,1,7,386,3,2
Sassuolo,Napoli,2,1,12,11,2015/2016,1,3,387,1,1
AC Milan,Empoli,2,1,18,19,2015/2016,1,3,388,1,-1
Bologna,Sassuolo,0,1,14,7,2015/2016,1,1,389,-1,7
Atalanta,Frosinone,2,0,13,14,2015/2016,1,2,390,2,-1
Carpi,Inter,1,2,18,6,2015/2016,1,3,391,-1,12
Chievo,Lazio,4,0,4,7,2015/2016,1,4,392,4,-3
Genoa,Verona,2,0,14,13,2015/2016,1,2,393,2,1
Napoli,Sampdoria,2,2,16,4,2015/2016,1,4,394,0,12
Roma,Juventus,2,1,13,16,2015/2016,1,3,395,1,-3
Torino,Fiorentina,3,1,10,6,2015/2016,1,4,396,2,4
Udinese,Palermo,0,1,10,9,2015/2016,1,1,397,-1,1
Fiorentina,Genoa,1,0,10,9,2015/2016,1,1,398,1,1
Frosinone,Roma,0,2,19,8,2015/2016,1,2,399,-2,11
Juventus,Chievo,1,1,17,2,2015/2016,1,2,400,0,15
Empoli,Napoli,2,2,18,14,2015/2016,1,4,401,0,4
Inter,AC Milan,1,0,4,12,2015/2016,1,1,402,1,-8
Lazio,Udinese,2,0,13,11,2015/2016,1,2,403,2,2
Palermo,Carpi,2,2,5,19,2015/2016,1,4,404,0,-14
Sassuolo,Atalanta,2,2,6,10,2015/2016,1,4,405,0,-4
Verona,Torino,2,2,16,6,2015/2016,1,4,406,0,10
Sampdoria,Bologna,2,0,9,19,2015/2016,1,2,407,2,-10
AC Milan,Palermo,3,2,12,6,2015/2016,1,5,408,1,6
Udinese,Empoli,1,2,13,17,2015/2016,1,3,409,-1,-4
Atalanta,Verona,1,1,11,16,2015/2016,1,2,410,0,-5
Bologna,Frosinone,1,0,19,20,2015/2016,1,1,411,1,-1
Carpi,Fiorentina,0,1,19,8,2015/2016,1,1,412,-1,11
Chievo,Inter,0,1,3,1,2015/2016,1,1,413,-1,2
Genoa,Juventus,0,2,13,18,2015/2016,1,2,414,-2,-5
Napoli,Lazio,5,0,18,10,2015/2016,1,5,415,5,8
Roma,Sassuolo,2,2,5,7,2015/2016,1,4,416,0,-2
Torino,Sampdoria,2,0,7,6,2015/2016,1,2,417,2,1
Udinese,AC Milan,2,3,18,9,2015/2016,1,5,418,-1,9
Carpi,Napoli,0,0,19,11,2015/2016,1,0,419,0,8
Chievo,Torino,1,0,7,2,2015/2016,1,1,420,1,5
Fiorentina,Bologna,2,0,4,17,2015/2016,1,2,421,2,-13
Inter,Verona,1,0,2,16,2015/2016,1,1,422,1,-14
Juventus,Frosinone,1,1,13,20,2015/2016,1,2,423,0,-7
Lazio,Genoa,2,0,11,15,2015/2016,1,2,424,2,-4
Palermo,Sassuolo,0,1,10,8,2015/2016,1,1,425,-1,2
Sampdoria,Roma,2,1,9,8,2015/2016,1,3,426,1,1
Empoli,Atalanta,0,1,14,12,2015/2016,1,1,427,-1,2
Napoli,Juventus,2,1,12,13,2015/2016,1,3,428,1,-1
Roma,Carpi,5,1,11,19,2015/2016,1,6,429,4,-8
Bologna,Udinese,1,2,18,17,2015/2016,1,3,430,-1,1
Genoa,AC Milan,1,0,17,9,2015/2016,1,1,431,1,8
Inter,Fiorentina,1,4,1,2,2015/2016,1,5,432,-3,-1
Sassuolo,Chievo,1,1,4,5,2015/2016,1,2,433,0,-1
Torino,Palermo,2,1,7,12,2015/2016,1,3,434,1,-5
Verona,Lazio,1,2,17,10,2015/2016,1,3,435,-1,7
Atalanta,Sampdoria,2,1,11,8,2015/2016,1,3,436,1,3
Frosinone,Empoli,2,0,20,16,2015/2016,1,2,437,2,4
Carpi,Torino,2,1,20,3,2015/2016,1,3,438,1,17
Chievo,Verona,1,1,6,19,2015/2016,1,2,439,0,-13
AC Milan,Napoli,0,4,11,10,2015/2016,1,4,440,-4,1
Empoli,Sassuolo,1,0,19,6,2015/2016,1,1,441,1,13
Fiorentina,Atalanta,3,0,1,9,2015/2016,1,3,442,3,-8
Juventus,Bologna,3,1,16,20,2015/2016,1,4,443,2,-4
Lazio,Frosinone,2,0,7,18,2015/2016,1,2,444,2,-11
Palermo,Roma,2,4,13,8,2015/2016,1,6,445,-2,5
Sampdoria,Inter,1,1,10,2,2015/2016,1,2,446,0,8
Udinese,Genoa,1,1,16,15,2015/2016,1,2,447,0,1
Roma,Empoli,3,1,4,16,2015/2016,1,4,448,2,-12
Torino,AC Milan,1,1,5,11,2015/2016,1,2,449,0,-6
Atalanta,Carpi,3,0,10,17,2015/2016,1,3,450,3,-7
Bologna,Palermo,0,1,20,14,2015/2016,1,1,451,-1,6
Frosinone,Sampdoria,2,0,19,10,2015/2016,1,2,452,2,9
Genoa,Chievo,3,2,14,8,2015/2016,1,5,453,1,6
Inter,Juventus,0,0,3,14,2015/2016,1,0,454,0,-11
Napoli,Fiorentina,2,1,7,1,2015/2016,1,3,455,1,6
Sassuolo,Lazio,2,1,9,5,2015/2016,1,3,456,1,4
Verona,Udinese,1,1,19,15,2015/2016,1,2,457,0,4
Carpi,Bologna,1,2,19,20,2015/2016,1,3,458,-1,-1
Empoli,Genoa,2,0,17,11,2015/2016,1,2,459,2,6
Palermo,Inter,1,1,11,3,2015/2016,1,2,460,0,8
AC Milan,Sassuolo,2,1,14,5,2015/2016,1,3,461,1,9
Chievo,Napoli,0,1,10,4,2015/2016,1,1,462,-1,6
Fiorentina,Roma,1,2,2,4,2015/2016,1,3,463,-1,-2
Juventus,Atalanta,2,0,15,8,2015/2016,1,2,464,2,7
Lazio,Torino,3,0,6,7,2015/2016,1,3,465,3,-1
Sampdoria,Verona,4,1,12,19,2015/2016,1,5,466,3,-7
Udinese,Frosinone,1,0,16,17,2015/2016,1,1,467,1,-1
Bologna,Inter,0,1,18,4,2015/2016,1,1,468,-1,14
AC Milan,Chievo,1,0,10,11,2015/2016,1,1,469,1,-1
Atalanta,Lazio,2,1,9,5,2015/2016,1,3,470,1,4
Frosinone,Carpi,2,1,17,20,2015/2016,1,3,471,1,-3
Napoli,Palermo,2,0,3,13,2015/2016,1,2,472,2,-10
Roma,Udinese,3,1,3,13,2015/2016,1,4,473,2,-10
Sassuolo,Juventus,1,0,8,12,2015/2016,1,1,474,1,-4
Torino,Genoa,3,3,10,17,2015/2016,1,6,475,0,-7
Verona,Fiorentina,0,2,19,4,2015/2016,1,2,476,-2,15
Sampdoria,Empoli,1,1,10,16,2015/2016,1,2,477,0,-6
Inter,Roma,1,0,4,1,2015/2016,1,1,478,1,3
Juventus,Torino,2,1,12,10,2015/2016,1,3,479,1,2
Bologna,Atalanta,3,0,18,7,2015/2016,1,3,480,3,11
Carpi,Verona,0,0,20,19,2015/2016,1,0,481,0,1
Fiorentina,Frosinone,4,1,4,17,2015/2016,1,5,482,3,-13
Genoa,Napoli,0,0,14,4,2015/2016,1,0,483,0,10
Lazio,AC Milan,1,3,6,8,2015/2016,1,4,484,-2,-2
Udinese,Sassuolo,0,0,16,6,2015/2016,1,0,485,0,10
Chievo,Sampdoria,1,1,12,9,2015/2016,1,2,486,0,3
Palermo,Empoli,0,1,16,15,2015/2016,1,1,487,-1,1
AC Milan,Atalanta,0,0,6,8,2015/2016,1,0,488,0,-2
Verona,Bologna,0,2,19,18,2015/2016,1,2,489,-2,1
Empoli,Juventus,1,3,12,10,2015/2016,1,4,490,-2,2
Frosinone,Genoa,2,2,18,15,2015/2016,1,4,491,0,3
Napoli,Udinese,1,0,4,16,2015/2016,1,1,492,1,-12
Palermo,Chievo,1,0,17,13,2015/2016,1,1,493,1,4
Roma,Lazio,2,0,4,9,2015/2016,1,2,494,2,-5
Sampdoria,Fiorentina,0,2,10,3,2015/2016,1,2,495,-2,7
Sassuolo,Carpi,1,0,6,20,2015/2016,1,1,496,1,-14
Torino,Inter,0,1,11,4,2015/2016,1,1,497,-1,7
Bologna,Roma,2,2,16,3,2015/2016,1,4,498,0,13
Juventus,AC Milan,1,0,7,6,2015/2016,1,1,499,1,1
Atalanta,Torino,0,1,8,11,2015/2016,1,1,500,-1,-3
Carpi,Chievo,1,2,20,14,2015/2016,1,3,501,-1,6
Fiorentina,Empoli,2,2,1,14,2015/2016,1,4,502,0,-13
Genoa,Sassuolo,2,1,16,5,2015/2016,1,3,503,1,11
Inter,Frosinone,4,0,3,18,2015/2016,1,4,504,4,-15
Lazio,Palermo,1,1,10,15,2015/2016,1,2,505,0,-5
Udinese,Sampdoria,1,0,17,12,2015/2016,1,1,506,1,5
Verona,Napoli,0,2,19,4,2015/2016,1,2,507,-2,15
AC Milan,Sampdoria,4,1,7,12,2015/2016,1,5,508,3,-5
Torino,Bologna,2,0,9,17,2015/2016,1,2,509,2,-8
Chievo,Udinese,2,3,11,15,2015/2016,1,5,510,-1,-4
Empoli,Lazio,1,0,16,9,2015/2016,1,1,511,1,7
Frosinone,Verona,3,2,18,19,2015/2016,1,5,512,1,-1
Genoa,Carpi,1,2,15,20,2015/2016,1,3,513,-1,-5
Palermo,Juventus,0,3,16,7,2015/2016,1,3,514,-3,9
Roma,Atalanta,0,2,4,10,2015/2016,1,2,515,-2,-6
Sassuolo,Fiorentina,1,1,7,3,2015/2016,1,2,516,0,4
Napoli,Inter,2,1,3,1,2015/2016,1,3,517,1,2
Lazio,Juventus,0,2,10,5,2015/2016,1,2,518,-2,5
Inter,Genoa,1,0,2,15,2015/2016,1,1,519,1,-13
Torino,Roma,1,1,8,4,2015/2016,1,2,520,0,4
Atalanta,Palermo,3,0,9,16,2015/2016,1,3,521,3,-7
Bologna,Napoli,3,2,18,2,2015/2016,1,5,522,1,16
Carpi,AC Milan,0,0,19,8,2015/2016,1,0,523,0,11
Fiorentina,Udinese,3,0,3,11,2015/2016,1,3,524,3,-8
Frosinone,Chievo,0,2,18,13,2015/2016,1,2,525,-2,5
Sampdoria,Sassuolo,1,3,14,8,2015/2016,1,4,526,-2,6
Verona,Empoli,0,1,20,12,2015/2016,1,1,527,-1,8
Genoa,Bologna,0,1,16,15,2015/2016,1,1,528,-1,1
Palermo,Frosinone,4,1,17,18,2015/2016,1,5,529,3,-1
Udinese,Inter,0,4,14,1,2015/2016,1,4,530,-4,13
AC Milan,Verona,1,1,8,20,2015/2016,1,2,531,0,-12
Chievo,Atalanta,1,0,11,8,2015/2016,1,1,532,1,3
Empoli,Carpi,3,0,11,19,2015/2016,1,3,533,3,-8
Juventus,Fiorentina,3,1,5,2,2015/2016,1,4,534,2,3
Napoli,Roma,0,0,3,5,2015/2016,1,0,535,0,-2
Lazio,Sampdoria,1,1,13,16,2015/2016,1,2,536,0,-3
Bologna,Empoli,2,3,13,9,2015/2016,1,5,537,-1,4
Atalanta,Napoli,1,3,9,3,2015/2016,1,4,538,-2,6
Carpi,Juventus,2,3,19,4,2015/2016,1,5,539,-1,15
Fiorentina,Chievo,2,0,4,10,2015/2016,1,2,540,2,-6
Frosinone,AC Milan,2,4,18,8,2015/2016,1,6,541,-2,10
Inter,Lazio,1,2,1,12,2015/2016,1,3,542,-1,-11
Roma,Genoa,2,0,5,17,2015/2016,1,2,543,2,-12
Sampdoria,Palermo,2,0,16,14,2015/2016,1,2,544,2,2
Torino,Udinese,0,1,12,16,2015/2016,1,1,545,-1,-4
Verona,Sassuolo,1,1,20,8,2015/2016,1,2,546,0,12
Genoa,Sampdoria,2,3,17,14,2015/2016,1,5,547,-1,3
AC Milan,Bologna,0,1,6,15,2015/2016,1,1,548,-1,-9
Chievo,Roma,3,3,12,5,2015/2016,1,6,549,0,7
Empoli,Inter,0,1,8,1,2015/2016,1,1,550,-1,7
Juventus,Verona,3,0,4,20,2015/2016,1,3,551,3,-16
Lazio,Carpi,0,0,12,19,2015/2016,1,0,552,0,-7
Napoli,Torino,2,1,4,13,2015/2016,1,3,553,1,-9
Palermo,Fiorentina,1,3,16,4,2015/2016,1,4,554,-2,12
Sassuolo,Frosinone,2,2,7,18,2015/2016,1,4,555,0,-11
Udinese,Atalanta,2,1,15,9,2015/2016,1,3,556,1,6
Carpi,Udinese,2,1,19,11,2015/2016,1,3,557,1,8
Fiorentina,Lazio,1,3,2,10,2015/2016,1,4,558,-2,-8
Roma,AC Milan,1,1,5,7,2015/2016,1,2,559,0,-2
Atalanta,Genoa,0,2,10,17,2015/2016,1,2,560,-2,-7
Bologna,Chievo,0,1,15,12,2015/2016,1,1,561,-1,3
Frosinone,Napoli,1,5,18,2,2015/2016,1,6,562,-4,16
Inter,Sassuolo,0,1,2,7,2015/2016,1,1,563,-1,-5
Sampdoria,Juventus,1,2,13,4,2015/2016,1,3,564,-1,9
Torino,Empoli,0,1,14,8,2015/2016,1,1,565,-1,6
Verona,Palermo,0,1,20,17,2015/2016,1,1,566,-1,3
Atalanta,Inter,1,1,11,3,2015/2016,1,2,567,0,8
Napoli,Sassuolo,3,1,1,6,2015/2016,1,4,568,2,-5
Torino,Frosinone,4,2,14,18,2015/2016,1,6,569,2,-4
AC Milan,Fiorentina,2,0,8,4,2015/2016,1,2,570,2,4
Bologna,Lazio,2,2,15,9,2015/2016,1,4,571,0,6
Carpi,Sampdoria,2,1,19,14,2015/2016,1,3,572,1,5
Chievo,Empoli,1,1,10,8,2015/2016,1,2,573,0,2
Genoa,Palermo,4,0,17,16,2015/2016,1,4,574,4,1
Roma,Verona,1,1,5,20,2015/2016,1,2,575,0,-15
Udinese,Juventus,0,4,13,3,2015/2016,1,4,576,-4,10
Sassuolo,Torino,1,1,7,11,2015/2016,1,2,577,0,-4
Empoli,AC Milan,2,2,8,6,2015/2016,1,4,578,0,2
Frosinone,Atalanta,0,0,19,12,2015/2016,1,0,579,0,7
Fiorentina,Torino,2,0,4,11,2015/2016,1,2,580,2,-7
Inter,Carpi,1,1,4,18,2015/2016,1,2,581,0,-14
Juventus,Roma,1,0,2,5,2015/2016,1,1,582,1,-3
Lazio,Chievo,4,1,9,10,2015/2016,1,5,583,3,-1
Palermo,Udinese,4,1,17,13,2015/2016,1,5,584,3,4
Sampdoria,Napoli,2,4,15,2,2015/2016,1,6,585,-2,13
Sassuolo,Bologna,0,2,7,15,2015/2016,1,2,586,-2,-8
Verona,Genoa,1,1,20,17,2015/2016,1,2,587,0,3
Atalanta,Sassuolo,1,1,12,7,2015/2016,1,2,588,0,5
Carpi,Palermo,1,1,18,14,2015/2016,1,2,589,0,4
Roma,Frosinone,3,1,5,19,2015/2016,1,4,590,2,-14
AC Milan,Inter,3,0,6,4,2015/2016,1,3,591,3,2
Bologna,Sampdoria,3,2,13,17,2015/2016,1,5,592,1,-4
Chievo,Juventus,0,4,11,2,2015/2016,1,4,593,-4,9
Genoa,Fiorentina,0,0,16,3,2015/2016,1,0,594,0,13
Napoli,Empoli,5,1,2,8,2015/2016,1,6,595,4,-6
Torino,Verona,0,0,13,20,2015/2016,1,0,596,0,-7
Udinese,Lazio,0,0,16,9,2015/2016,1,0,597,0,7
Sassuolo,Roma,0,2,7,5,2015/2016,1,2,598,-2,2
Empoli,Udinese,1,1,9,15,2015/2016,1,2,599,0,-6
Fiorentina,Carpi,2,1,3,18,2015/2016,1,3,600,1,-15
Frosinone,Bologna,1,0,19,10,2015/2016,1,1,601,1,9
Inter,Chievo,1,0,5,13,2015/2016,1,1,602,1,-8
Juventus,Genoa,1,0,2,16,2015/2016,1,1,603,1,-14
Lazio,Napoli,0,2,9,2,2015/2016,1,2,604,-2,7
Palermo,AC Milan,0,2,15,6,2015/2016,1,2,605,-2,9
Sampdoria,Torino,2,2,17,11,2015/2016,1,4,606,0,6
Verona,Atalanta,2,1,20,12,2015/2016,1,3,607,1,8
Bologna,Fiorentina,1,1,10,3,2015/2016,1,2,608,0,7
Genoa,Lazio,0,0,16,9,2015/2016,1,0,609,0,7
AC Milan,Udinese,1,1,6,14,2015/2016,1,2,610,0,-8
Atalanta,Empoli,0,0,12,8,2015/2016,1,0,611,0,4
Frosinone,Juventus,0,2,19,2,2015/2016,1,2,612,-2,17
Napoli,Carpi,1,0,2,18,2015/2016,1,1,613,1,-16
Roma,Sampdoria,2,1,5,17,2015/2016,1,3,614,1,-12
Sassuolo,Palermo,2,2,8,16,2015/2016,1,4,615,0,-8
Torino,Chievo,1,2,11,13,2015/2016,1,3,616,-1,-2
Verona,Inter,3,3,20,5,2015/2016,1,6,617,0,15
Lazio,Verona,5,2,9,20,2015/2016,1,7,618,3,-11
Carpi,Roma,1,3,18,5,2015/2016,1,4,619,-2,13
Chievo,Sassuolo,1,1,11,8,2015/2016,1,2,620,0,3
Empoli,Frosinone,1,2,9,19,2015/2016,1,3,621,-1,-10
Juventus,Napoli,1,0,2,1,2015/2016,1,1,622,1,1
AC Milan,Genoa,2,1,6,16,2015/2016,1,3,623,1,-10
Fiorentina,Inter,2,1,4,5,2015/2016,1,3,624,1,-1
Palermo,Torino,1,3,15,12,2015/2016,1,4,625,-2,3
Sampdoria,Atalanta,0,0,17,13,2015/2016,1,0,626,0,4
Udinese,Bologna,0,1,14,12,2015/2016,1,1,627,-1,2
Bologna,Juventus,0,0,10,1,2015/2016,1,0,628,0,9
Inter,Sampdoria,3,1,5,17,2015/2016,1,4,629,2,-12
Verona,Chievo,3,1,20,12,2015/2016,1,4,630,2,8
Atalanta,Fiorentina,2,3,13,3,2015/2016,1,5,631,-1,10
Frosinone,Lazio,0,0,18,7,2015/2016,1,0,632,0,11
Genoa,Udinese,2,1,16,14,2015/2016,1,3,633,1,2
Roma,Palermo,5,0,5,16,2015/2016,1,5,634,5,-11
Sassuolo,Empoli,3,2,8,10,2015/2016,1,5,635,1,-2
Torino,Carpi,0,0,11,19,2015/2016,1,0,636,0,-8
Napoli,AC Milan,1,1,2,6,2015/2016,1,2,637,0,-4
AC Milan,Torino,1,0,6,11,2015/2016,1,1,638,1,-5
Empoli,Roma,1,3,10,4,2015/2016,1,4,639,-2,6
Carpi,Atalanta,1,1,19,13,2015/2016,1,2,640,0,6
Chievo,Genoa,1,0,12,14,2015/2016,1,1,641,1,-2
Juventus,Inter,2,0,1,5,2015/2016,1,2,642,2,-4
Palermo,Bologna,0,0,16,9,2015/2016,1,0,643,0,7
Sampdoria,Frosinone,2,0,17,18,2015/2016,1,2,644,2,-1
Udinese,Verona,2,0,16,20,2015/2016,1,2,645,2,-4
Lazio,Sassuolo,0,2,8,7,2015/2016,1,2,646,-2,1
Fiorentina,Napoli,1,1,4,2,2015/2016,1,2,647,0,2
Roma,Fiorentina,4,1,3,4,2015/2016,1,5,648,3,-1
Napoli,Chievo,3,1,2,10,2015/2016,1,4,649,2,-8
Verona,Sampdoria,0,3,20,16,2015/2016,1,3,650,-3,4
Atalanta,Juventus,0,2,14,2,2015/2016,1,2,651,-2,12
Bologna,Carpi,0,0,9,19,2015/2016,1,0,652,0,-10
Frosinone,Udinese,2,0,18,15,2015/2016,1,2,653,2,3
Genoa,Empoli,1,0,16,11,2015/2016,1,1,654,1,5
Inter,Palermo,3,1,5,17,2015/2016,1,4,655,2,-12
Sassuolo,AC Milan,2,0,7,6,2015/2016,1,2,656,2,1
Torino,Lazio,1,1,12,8,2015/2016,1,2,657,0,4
Juventus,Sassuolo,1,0,1,7,2015/2016,1,1,658,1,-6
Empoli,Sampdoria,1,1,11,14,2015/2016,1,2,659,0,-3
Inter,Bologna,2,1,5,9,2015/2016,1,3,660,1,-4
Carpi,Frosinone,2,1,19,18,2015/2016,1,3,661,1,1
Chievo,AC Milan,0,0,11,6,2015/2016,1,0,662,0,5
Fiorentina,Verona,1,1,5,20,2015/2016,1,2,663,0,-15
Genoa,Torino,3,2,14,12,2015/2016,1,5,664,1,2
Lazio,Atalanta,2,0,8,15,2015/2016,1,2,665,2,-7
Palermo,Napoli,0,1,17,2,2015/2016,1,1,666,-1,15
Udinese,Roma,1,2,16,3,2015/2016,1,3,667,-1,13
Empoli,Palermo,0,0,11,17,2015/2016,1,0,668,0,-6
Roma,Inter,1,1,3,5,2015/2016,1,2,669,0,-2
AC Milan,Lazio,1,1,6,8,2015/2016,1,2,670,0,-2
Atalanta,Bologna,2,0,15,9,2015/2016,1,2,671,2,6
Frosinone,Fiorentina,0,0,18,5,2015/2016,1,0,672,0,13
Napoli,Genoa,3,1,2,12,2015/2016,1,4,673,2,-10
Sampdoria,Chievo,0,1,15,11,2015/2016,1,1,674,-1,4
Sassuolo,Udinese,1,1,7,16,2015/2016,1,2,675,0,-9
Torino,Juventus,1,4,13,2,2015/2016,1,5,676,-3,11
Verona,Carpi,1,2,20,19,2015/2016,1,3,677,-1,1
Carpi,Sassuolo,1,3,17,7,2015/2016,1,4,678,-2,10
Juventus,Empoli,1,0,1,11,2015/2016,1,1,679,1,-10
Atalanta,AC Milan,2,1,14,6,2015/2016,1,3,680,1,8
Chievo,Palermo,3,1,9,18,2015/2016,1,4,681,2,-9
Fiorentina,Sampdoria,1,1,4,15,2015/2016,1,2,682,0,-11
Genoa,Frosinone,4,0,13,19,2015/2016,1,4,683,4,-6
Inter,Torino,1,2,5,15,2015/2016,1,3,684,-1,-10
Lazio,Roma,1,4,8,3,2015/2016,1,5,685,-3,5
Udinese,Napoli,3,1,16,2,2015/2016,1,4,686,2,14
Bologna,Verona,0,1,12,20,2015/2016,1,1,687,-1,-8
AC Milan,Juventus,1,2,6,1,2015/2016,1,3,688,-1,5
Chievo,Carpi,1,0,9,17,2015/2016,1,1,689,1,-8
Frosinone,Inter,0,1,19,5,2015/2016,1,1,690,-1,14
Sassuolo,Genoa,0,1,7,10,2015/2016,1,1,691,-1,-3
Empoli,Fiorentina,2,0,14,5,2015/2016,1,2,692,2,9
Napoli,Verona,3,0,2,20,2015/2016,1,3,693,3,-18
Palermo,Lazio,0,3,18,9,2015/2016,1,3,694,-3,9
Sampdoria,Udinese,2,0,16,15,2015/2016,1,2,695,2,1
Torino,Atalanta,2,1,13,14,2015/2016,1,3,696,1,-1
Roma,Bologna,1,1,3,14,2015/2016,1,2,697,0,-11
Bologna,Torino,0,1,13,11,2015/2016,1,1,698,-1,2
Carpi,Genoa,4,1,17,11,2015/2016,1,5,699,3,6
Inter,Napoli,2,0,4,2,2015/2016,1,2,700,2,2
Atalanta,Roma,3,3,15,3,2015/2016,1,6,701,0,12
Fiorentina,Sassuolo,3,1,5,7,2015/2016,1,4,702,2,-2
Juventus,Palermo,4,0,1,18,2015/2016,1,4,703,4,-17
Lazio,Empoli,2,0,8,12,2015/2016,1,2,704,2,-4
Sampdoria,AC Milan,0,1,15,6,2015/2016,1,1,705,-1,9
Udinese,Chievo,0,0,16,9,2015/2016,1,0,706,0,7
Verona,Frosinone,1,2,20,19,2015/2016,1,3,707,-1,1
Napoli,Bologna,6,0,2,14,2015/2016,1,6,708,6,-12
Chievo,Frosinone,5,1,9,18,2015/2016,1,6,709,4,-9
Empoli,Verona,1,0,12,20,2015/2016,1,1,710,1,-8
Genoa,Inter,1,0,12,4,2015/2016,1,1,711,1,8
Juventus,Lazio,3,0,1,9,2015/2016,1,3,712,3,-8
Palermo,Atalanta,2,2,19,13,2015/2016,1,4,713,0,6
Roma,Torino,3,2,3,11,2015/2016,1,5,714,1,-8
Sassuolo,Sampdoria,0,0,7,15,2015/2016,1,0,715,0,-8
Udinese,Fiorentina,2,1,16,5,2015/2016,1,3,716,1,11
AC Milan,Carpi,0,0,6,17,2015/2016,1,0,717,0,-11
Inter,Udinese,3,1,4,14,2015/2016,1,4,718,2,-10
Atalanta,Chievo,1,0,13,8,2015/2016,1,1,719,1,5
Bologna,Genoa,2,0,16,10,2015/2016,1,2,720,2,6
Fiorentina,Juventus,1,2,5,1,2015/2016,1,3,721,-1,4
Frosinone,Palermo,0,2,18,19,2015/2016,1,2,722,-2,-1
Sampdoria,Lazio,2,1,16,9,2015/2016,1,3,723,1,7
Torino,Sassuolo,1,3,11,7,2015/2016,1,4,724,-2,4
Carpi,Empoli,1,0,17,12,2015/2016,1,1,725,1,5
Roma,Napoli,1,0,3,2,2015/2016,1,1,726,1,1
Verona,AC Milan,2,1,20,6,2015/2016,1,3,727,1,14
Chievo,Fiorentina,0,0,8,5,2015/2016,1,0,728,0,3
Udinese,Torino,1,5,16,11,2015/2016,1,6,729,-4,5
AC Milan,Frosinone,3,3,6,19,2015/2016,1,6,730,0,-13
Empoli,Bologna,0,0,12,15,2015/2016,1,0,731,0,-3
Juventus,Carpi,2,0,1,17,2015/2016,1,2,732,2,-16
Lazio,Inter,2,0,9,4,2015/2016,1,2,733,2,5
Palermo,Sampdoria,2,0,18,15,2015/2016,1,2,734,2,3
Sassuolo,Verona,1,0,7,20,2015/2016,1,1,735,1,-13
Genoa,Roma,2,3,11,3,2015/2016,1,5,736,-1,8
Napoli,Atalanta,2,1,3,13,2015/2016,1,3,737,1,-10
Bologna,AC Milan,0,1,14,7,2015/2016,1,1,738,-1,7
Inter,Empoli,2,1,4,12,2015/2016,1,3,739,1,-8
Atalanta,Udinese,1,1,13,16,2015/2016,1,2,740,0,-3
Carpi,Lazio,1,3,17,8,2015/2016,1,4,741,-2,9
Fiorentina,Palermo,0,0,5,18,2015/2016,1,0,742,0,-13
Frosinone,Sassuolo,0,1,19,7,2015/2016,1,1,743,-1,12
Roma,Chievo,3,0,3,9,2015/2016,1,3,744,3,-6
Sampdoria,Genoa,0,3,15,11,2015/2016,1,3,745,-3,4
Torino,Napoli,1,2,11,3,2015/2016,1,3,746,-1,8
Verona,Juventus,2,1,20,1,2015/2016,1,3,747,1,19
AC Milan,Roma,1,3,7,3,2015/2016,1,4,748,-2,4
Juventus,Sampdoria,5,0,1,15,2015/2016,1,5,749,5,-14
Napoli,Frosinone,4,0,3,19,2015/2016,1,4,750,4,-16
Sassuolo,Inter,3,1,6,4,2015/2016,1,4,751,2,2
Chievo,Bologna,0,0,9,14,2015/2016,1,0,752,0,-5
Empoli,Torino,2,1,12,11,2015/2016,1,3,753,1,1
Genoa,Atalanta,1,2,10,13,2015/2016,1,3,754,-1,-3
Lazio,Fiorentina,2,4,8,5,2015/2016,1,6,755,-2,3
Palermo,Verona,3,2,17,20,2015/2016,1,5,756,1,-3
Udinese,Carpi,1,2,16,18,2015/2016,1,3,757,-1,-2
Juventus,Fiorentina,2,1,11,8,2016/2017,1,3,758,1,3
Roma,Udinese,4,0,15,19,2016/2017,1,4,759,4,-4
AC Milan,Torino,3,2,3,18,2016/2017,1,5,760,1,-15
Atalanta,Lazio,3,4,4,12,2016/2017,1,7,761,-1,-8
Bologna,Crotone,1,0,5,8,2016/2017,1,1,762,1,-3
Chievo,Inter,2,0,7,10,2016/2017,1,2,763,2,-3
Empoli,Sampdoria,0,1,8,13,2016/2017,1,1,764,-1,-5
Genoa,Cagliari,3,1,9,8,2016/2017,1,4,765,2,1
Palermo,Sassuolo,0,1,10,12,2016/2017,1,1,766,-1,-2
Pescara,Napoli,2,2,11,10,2016/2017,1,4,767,0,1
Lazio,Juventus,0,1,7,6,2016/2017,1,1,768,-1,1
Napoli,AC Milan,4,2,10,5,2016/2017,1,6,769,2,5
Cagliari,Roma,2,2,18,3,2016/2017,1,4,770,0,15
Crotone,Genoa,1,3,14,5,2016/2017,1,4,771,-2,9
Fiorentina,Chievo,1,0,15,5,2016/2017,1,1,772,1,10
Inter,Palermo,1,1,18,16,2016/2017,1,2,773,0,2
Sampdoria,Atalanta,2,1,7,16,2016/2017,1,3,774,1,-9
Sassuolo,Pescara,2,1,8,12,2016/2017,1,3,775,1,-4
Torino,Bologna,5,1,17,7,2016/2017,1,6,776,4,10
Udinese,Empoli,2,0,20,17,2016/2017,1,2,777,2,3
